Year,Month,Stations,prec,tmax,tmin,Region
2024.0,Month_10,ames-8-wsw,39.37,24.27,7.2,central
2024.0,Month_11,ames-8-wsw,41.4,10.67,1.02,central
2024.0,Month_12,ames-8-wsw,1.02,1.53,-11.6,central
2024.0,Month_2,ames-8-wsw,1.52,11.85,-3.06,central
2024.0,Month_3,ames-8-wsw,55.88,14.23,-1.02,central
2024.0,Month_4,ames-8-wsw,108.46,18.89,5.0,central
2024.0,Month_5,ames-8-wsw,208.28,24.94,11.35,central
2024.0,Month_6,ames-8-wsw,93.98,29.87,17.28,central
2024.0,Month_7,ames-8-wsw,132.85,29.25,17.46,central
2024.0,Month_8,ames-8-wsw,52.32,29.92,17.16,central
2024.0,Month_9,ames-8-wsw,48.77,28.72,13.05,central
2015.0,Month_1,boone,16.27,-0.39,-11.72,central
2015.0,Month_10,boone,37.09,18.12,4.96,central
2015.0,Month_11,boone,97.28,10.85,0.07,central
2015.0,Month_12,boone,155.98,3.87,-4.01,central
2015.0,Month_2,boone,38.38,-4.37,-16.09,central
2015.0,Month_3,boone,7.37,9.96,-5.19,central
2015.0,Month_4,boone,117.1,17.09,3.2,central
2015.0,Month_5,boone,146.31,20.65,9.73,central
2015.0,Month_6,boone,210.57,25.69,14.72,central
2015.0,Month_7,boone,122.18,27.4,16.43,central
2015.0,Month_8,boone,221.49,25.77,14.71,central
2015.0,Month_9,boone,133.86,26.48,13.83,central
2016.0,Month_1,boone,22.12,-3.12,-11.52,central
2016.0,Month_10,boone,23.9,19.39,6.38,central
2016.0,Month_11,boone,45.99,13.79,0.61,central
2016.0,Month_12,boone,33.79,-0.43,-9.82,central
2016.0,Month_2,boone,39.63,2.0,-7.86,central
2016.0,Month_3,boone,38.36,11.74,-0.79,central
2016.0,Month_4,boone,84.85,16.59,3.57,central
2016.0,Month_5,boone,143.77,21.24,8.35,central
2016.0,Month_6,boone,45.47,29.56,15.54,central
2016.0,Month_7,boone,218.95,28.06,17.06,central
2016.0,Month_8,boone,200.66,27.44,16.57,central
2016.0,Month_9,boone,177.3,25.56,13.37,central
2017.0,Month_1,boone,44.22,-1.11,-8.44,central
2017.0,Month_10,boone,185.94,17.8,5.95,central
2017.0,Month_11,boone,8.14,8.24,-3.74,central
2017.0,Month_12,boone,13.47,1.9,-9.68,central
2017.0,Month_2,boone,40.39,6.94,-5.44,central
2017.0,Month_3,boone,74.68,7.69,-2.81,central
2017.0,Month_4,boone,82.3,15.98,4.41,central
2017.0,Month_5,boone,163.33,21.06,8.01,central
2017.0,Month_6,boone,80.78,28.59,13.89,central
2017.0,Month_7,boone,31.5,30.46,18.01,central
2017.0,Month_8,boone,80.53,26.86,14.1,central
2017.0,Month_9,boone,61.22,27.26,12.59,central
2018.0,Month_1,boone,42.17,-2.96,-13.96,central
2018.0,Month_10,boone,124.22,14.52,2.85,central
2018.0,Month_11,boone,42.68,3.8,-5.67,central
2018.0,Month_12,boone,64.28,2.48,-6.67,central
2018.0,Month_2,boone,45.22,-1.49,-12.4,central
2018.0,Month_3,boone,72.15,6.33,-3.17,central
2018.0,Month_4,boone,49.03,10.48,-1.94,central
2018.0,Month_5,boone,94.24,26.29,12.85,central
2018.0,Month_6,boone,290.07,28.61,17.11,central
2018.0,Month_7,boone,115.83,29.18,17.18,central
2018.0,Month_8,boone,155.7,27.74,16.11,central
2018.0,Month_9,boone,135.39,24.27,13.18,central
2019.0,Month_1,boone,22.62,-2.31,-12.56,central
2019.0,Month_10,boone,181.87,14.22,2.31,central
2019.0,Month_11,boone,45.47,5.13,-4.85,central
2019.0,Month_12,boone,32.01,3.92,-7.17,central
2019.0,Month_2,boone,57.67,-4.35,-15.71,central
2019.0,Month_3,boone,30.49,4.04,-6.57,central
2019.0,Month_4,boone,43.7,16.52,3.0,central
2019.0,Month_5,boone,213.88,19.44,8.23,central
2019.0,Month_6,boone,156.98,26.51,14.39,central
2019.0,Month_7,boone,165.86,29.26,17.72,central
2019.0,Month_8,boone,46.24,26.95,15.23,central
2019.0,Month_9,boone,148.1,25.76,14.74,central
2020.0,Month_1,boone,39.89,-1.02,-9.93,central
2020.0,Month_10,boone,64.77,15.13,1.33,central
2020.0,Month_11,boone,53.34,12.74,-1.41,central
2020.0,Month_12,boone,29.21,2.93,-8.57,central
2020.0,Month_2,boone,14.49,1.82,-9.94,central
2020.0,Month_3,boone,53.86,10.29,-1.36,central
2020.0,Month_4,boone,22.88,15.41,1.26,central
2020.0,Month_5,boone,139.45,19.75,9.01,central
2020.0,Month_6,boone,51.06,28.91,16.69,central
2020.0,Month_7,boone,55.37,31.06,18.28,central
2020.0,Month_8,boone,27.69,29.98,15.91,central
2020.0,Month_9,boone,81.03,23.31,10.24,central
2021.0,Month_1,boone,29.98,-0.05,-9.32,central
2021.0,Month_10,boone,153.17,19.0,6.47,central
2021.0,Month_11,boone,27.69,10.28,-2.19,central
2021.0,Month_12,boone,15.5,6.02,-5.73,central
2021.0,Month_2,boone,21.35,-5.91,-16.15,central
2021.0,Month_3,boone,65.79,11.42,-0.41,central
2021.0,Month_4,boone,17.28,16.74,3.13,central
2021.0,Month_5,boone,130.82,20.93,9.5,central
2021.0,Month_6,boone,40.4,30.04,15.8,central
2021.0,Month_7,boone,78.23,29.39,17.13,central
2021.0,Month_8,boone,100.84,29.63,16.96,central
2021.0,Month_9,boone,51.31,27.07,11.85,central
2022.0,Month_1,boone,28.22,-3.08,-17.69,central
2022.0,Month_10,boone,15.24,18.83,1.76,central
2022.0,Month_11,boone,32.02,8.83,-3.35,central
2022.0,Month_12,boone,48.77,-1.85,-10.97,central
2022.0,Month_2,boone,7.63,0.2,-13.91,central
2022.0,Month_3,boone,83.57,8.73,-3.82,central
2022.0,Month_4,boone,97.55,12.39,-0.65,central
2022.0,Month_5,boone,118.89,22.1,9.75,central
2022.0,Month_6,boone,161.55,28.52,15.19,central
2022.0,Month_7,boone,83.57,29.46,17.49,central
2022.0,Month_8,boone,71.38,28.96,16.33,central
2022.0,Month_9,boone,56.9,25.09,11.04,central
2023.0,Month_1,boone,59.45,-0.32,-9.53,central
2023.0,Month_10,boone,44.2,18.65,5.37,central
2023.0,Month_11,boone,3.81,11.03,-3.83,central
2023.0,Month_12,boone,40.39,5.96,-3.93,central
2023.0,Month_2,boone,73.16,2.38,-11.07,central
2023.0,Month_3,boone,45.99,6.34,-4.82,central
2023.0,Month_4,boone,69.86,17.0,2.17,central
2023.0,Month_5,boone,83.57,24.03,9.82,central
2023.0,Month_6,boone,94.5,28.41,14.65,central
2023.0,Month_7,boone,143.76,27.54,15.63,central
2023.0,Month_8,boone,76.72,28.72,16.37,central
2023.0,Month_9,boone,50.55,26.69,12.38,central
2024.0,Month_1,boone,48.78,-3.41,-10.9,central
2024.0,Month_10,boone,47.5,22.51,5.34,central
2024.0,Month_11,boone,87.39,9.44,-0.76,central
2024.0,Month_12,boone,1.27,1.32,-11.25,central
2024.0,Month_2,boone,5.34,9.77,-5.1,central
2024.0,Month_3,boone,82.3,11.38,-3.24,central
2024.0,Month_4,boone,105.92,17.24,3.22,central
2024.0,Month_5,boone,182.64,23.01,9.32,central
2024.0,Month_6,boone,119.39,28.5,15.3,central
2024.0,Month_7,boone,118.12,27.58,16.18,central
2024.0,Month_8,boone,52.84,27.72,15.67,central
2024.0,Month_9,boone,26.92,27.41,11.65,central
2015.0,Month_1,grinnell-3-sw,19.56,-1.27,-11.83,central
2015.0,Month_10,grinnell-3-sw,67.56,17.37,4.52,central
2015.0,Month_11,grinnell-3-sw,84.84,10.83,-0.52,central
2015.0,Month_12,grinnell-3-sw,149.1,5.07,-2.28,central
2015.0,Month_2,grinnell-3-sw,31.76,-5.02,-17.38,central
2015.0,Month_3,grinnell-3-sw,9.66,9.1,-5.9,central
2015.0,Month_4,grinnell-3-sw,91.96,17.15,2.31,central
2015.0,Month_5,grinnell-3-sw,99.32,20.67,9.46,central
2015.0,Month_6,grinnell-3-sw,269.5,25.19,14.65,central
2015.0,Month_7,grinnell-3-sw,156.98,27.01,16.38,central
2015.0,Month_8,grinnell-3-sw,157.23,25.19,13.7,central
2015.0,Month_9,grinnell-3-sw,100.84,26.09,13.52,central
2016.0,Month_1,grinnell-3-sw,14.48,-3.52,-11.74,central
2016.0,Month_10,grinnell-3-sw,48.26,19.0,6.59,central
2016.0,Month_11,grinnell-3-sw,43.69,13.33,0.56,central
2016.0,Month_12,grinnell-3-sw,53.1,-0.57,-8.67,central
2016.0,Month_2,grinnell-3-sw,14.73,1.98,-7.3,central
2016.0,Month_3,grinnell-3-sw,63.76,11.11,-1.34,central
2016.0,Month_4,grinnell-3-sw,64.01,15.61,3.03,central
2016.0,Month_5,grinnell-3-sw,96.78,20.36,7.19,central
2016.0,Month_6,grinnell-3-sw,89.92,28.63,14.85,central
2016.0,Month_7,grinnell-3-sw,153.68,27.2,17.3,central
2016.0,Month_8,grinnell-3-sw,161.8,27.13,16.82,central
2016.0,Month_9,grinnell-3-sw,169.93,25.17,13.35,central
2017.0,Month_1,grinnell-3-sw,49.8,-0.06,-7.44,central
2017.0,Month_10,grinnell-3-sw,138.44,17.54,6.06,central
2017.0,Month_11,grinnell-3-sw,10.67,8.28,-4.0,central
2017.0,Month_12,grinnell-3-sw,8.9,1.36,-9.98,central
2017.0,Month_2,grinnell-3-sw,18.04,7.76,-5.81,central
2017.0,Month_3,grinnell-3-sw,64.53,8.19,-2.92,central
2017.0,Month_4,grinnell-3-sw,98.81,16.15,3.56,central
2017.0,Month_5,grinnell-3-sw,119.39,20.34,7.06,central
2017.0,Month_6,grinnell-3-sw,84.58,27.93,12.8,central
2017.0,Month_7,grinnell-3-sw,71.88,29.24,16.52,central
2017.0,Month_8,grinnell-3-sw,119.13,25.36,12.37,central
2017.0,Month_9,grinnell-3-sw,47.75,25.53,10.95,central
2018.0,Month_1,grinnell-3-sw,41.92,-3.17,-14.05,central
2018.0,Month_10,grinnell-3-sw,167.89,14.78,3.56,central
2018.0,Month_11,grinnell-3-sw,54.62,3.67,-4.7,central
2018.0,Month_12,grinnell-3-sw,57.16,2.83,-6.67,central
2018.0,Month_2,grinnell-3-sw,38.87,-0.66,-11.79,central
2018.0,Month_3,grinnell-3-sw,72.14,6.4,-4.41,central
2018.0,Month_4,grinnell-3-sw,20.07,10.26,-3.89,central
2018.0,Month_5,grinnell-3-sw,132.34,25.38,12.44,central
2018.0,Month_6,grinnell-3-sw,151.13,27.76,17.24,central
2018.0,Month_7,grinnell-3-sw,98.05,28.51,17.07,central
2018.0,Month_8,grinnell-3-sw,117.86,27.69,16.81,central
2018.0,Month_9,grinnell-3-sw,312.67,24.06,13.56,central
2019.0,Month_1,grinnell-3-sw,54.11,-2.81,-12.92,central
2019.0,Month_10,grinnell-3-sw,230.89,14.25,1.97,central
2019.0,Month_11,grinnell-3-sw,39.62,6.13,-4.0,central
2019.0,Month_12,grinnell-3-sw,27.43,4.98,-5.16,central
2019.0,Month_2,grinnell-3-sw,69.86,-3.59,-15.09,central
2019.0,Month_3,grinnell-3-sw,41.91,4.21,-5.95,central
2019.0,Month_4,grinnell-3-sw,71.12,16.15,2.61,central
2019.0,Month_5,grinnell-3-sw,244.6,18.76,8.01,central
2019.0,Month_6,grinnell-3-sw,101.85,26.09,15.04,central
2019.0,Month_7,grinnell-3-sw,50.29,29.91,18.41,central
2019.0,Month_8,grinnell-3-sw,126.75,26.57,15.11,central
2019.0,Month_9,grinnell-3-sw,126.49,25.21,14.16,central
2020.0,Month_1,grinnell-3-sw,41.4,-0.25,-7.92,central
2020.0,Month_10,grinnell-3-sw,69.09,14.61,3.3,central
2020.0,Month_11,grinnell-3-sw,70.36,12.54,0.24,central
2020.0,Month_12,grinnell-3-sw,38.1,3.08,-6.76,central
2020.0,Month_2,grinnell-3-sw,7.11,1.78,-7.7,central
2020.0,Month_3,grinnell-3-sw,74.68,11.08,0.88,central
2020.0,Month_4,grinnell-3-sw,42.93,15.81,2.81,central
2020.0,Month_5,grinnell-3-sw,87.88,20.05,10.07,central
2020.0,Month_6,grinnell-3-sw,194.06,28.58,17.84,central
2020.0,Month_7,grinnell-3-sw,42.67,30.2,19.27,central
2020.0,Month_8,grinnell-3-sw,23.37,29.2,16.09,central
2020.0,Month_9,grinnell-3-sw,135.13,23.57,11.2,central
2021.0,Month_1,grinnell-3-sw,35.81,-0.07,-7.6,central
2021.0,Month_10,grinnell-3-sw,144.53,18.52,8.05,central
2021.0,Month_11,grinnell-3-sw,36.32,10.85,-0.85,central
2021.0,Month_12,grinnell-3-sw,25.15,6.54,-4.25,central
2021.0,Month_2,grinnell-3-sw,17.53,-5.87,-14.37,central
2021.0,Month_3,grinnell-3-sw,59.69,11.95,1.22,central
2021.0,Month_4,grinnell-3-sw,22.86,17.22,5.22,central
2021.0,Month_5,grinnell-3-sw,113.28,20.86,10.41,central
2021.0,Month_6,grinnell-3-sw,93.47,29.94,17.41,central
2021.0,Month_7,grinnell-3-sw,87.38,28.94,18.39,central
2021.0,Month_8,grinnell-3-sw,51.56,29.73,18.01,central
2021.0,Month_9,grinnell-3-sw,18.54,27.16,13.27,central
2022.0,Month_1,grinnell-3-sw,20.07,-2.54,-14.35,central
2022.0,Month_10,grinnell-3-sw,39.88,18.35,1.11,central
2022.0,Month_11,grinnell-3-sw,73.68,9.7,-3.57,central
2022.0,Month_12,grinnell-3-sw,42.43,-0.76,-10.69,central
2022.0,Month_2,grinnell-3-sw,5.84,1.73,-11.37,central
2022.0,Month_3,grinnell-3-sw,65.02,8.96,-1.74,central
2022.0,Month_4,grinnell-3-sw,80.26,13.79,2.24,central
2022.0,Month_5,grinnell-3-sw,83.58,22.54,10.23,central
2022.0,Month_6,grinnell-3-sw,60.97,28.95,14.9,central
2022.0,Month_7,grinnell-3-sw,65.29,29.85,17.49,central
2022.0,Month_8,grinnell-3-sw,101.09,29.2,15.61,central
2022.0,Month_9,grinnell-3-sw,79.76,25.52,11.3,central
2023.0,Month_1,grinnell-3-sw,43.69,0.11,-8.23,central
2023.0,Month_10,grinnell-3-sw,85.86,18.46,5.48,central
2023.0,Month_11,grinnell-3-sw,11.44,10.73,-3.39,central
2023.0,Month_12,grinnell-3-sw,41.67,6.36,-2.78,central
2023.0,Month_2,grinnell-3-sw,54.1,3.91,-9.21,central
2023.0,Month_3,grinnell-3-sw,29.98,6.74,-4.67,central
2023.0,Month_4,grinnell-3-sw,62.74,17.69,1.61,central
2023.0,Month_5,grinnell-3-sw,69.09,24.35,9.22,central
2023.0,Month_6,grinnell-3-sw,62.23,28.69,13.97,central
2023.0,Month_7,grinnell-3-sw,92.97,28.81,15.21,central
2023.0,Month_8,grinnell-3-sw,103.39,28.76,15.97,central
2023.0,Month_9,grinnell-3-sw,66.3,26.82,11.95,central
2024.0,Month_1,grinnell-3-sw,62.24,-3.3,-10.37,central
2024.0,Month_10,grinnell-3-sw,76.2,22.47,4.27,central
2024.0,Month_11,grinnell-3-sw,83.57,10.09,-0.11,central
2024.0,Month_12,grinnell-3-sw,0.51,1.6,-10.97,central
2024.0,Month_2,grinnell-3-sw,7.63,10.25,-5.29,central
2024.0,Month_3,grinnell-3-sw,37.34,11.69,-2.04,central
2024.0,Month_4,grinnell-3-sw,75.44,17.2,3.11,central
2024.0,Month_5,grinnell-3-sw,252.98,23.66,10.04,central
2024.0,Month_6,grinnell-3-sw,135.38,28.64,16.38,central
2024.0,Month_7,grinnell-3-sw,180.09,27.42,16.58,central
2024.0,Month_8,grinnell-3-sw,107.44,27.96,16.2,central
2024.0,Month_9,grinnell-3-sw,10.67,26.98,10.78,central
2015.0,Month_1,grundy-center,8.39,-2.04,-11.54,central
2015.0,Month_10,grundy-center,46.74,17.44,4.81,central
2015.0,Month_11,grundy-center,70.87,9.81,0.31,central
2015.0,Month_12,grundy-center,208.3,4.09,-2.72,central
2015.0,Month_2,grundy-center,39.12,-6.13,-17.24,central
2015.0,Month_3,grundy-center,9.91,7.83,-5.61,central
2015.0,Month_4,grundy-center,76.71,16.56,2.98,central
2015.0,Month_5,grundy-center,143.01,20.73,10.29,central
2015.0,Month_6,grundy-center,133.86,25.63,15.31,central
2015.0,Month_7,grundy-center,132.59,27.08,16.42,central
2015.0,Month_8,grundy-center,177.29,25.57,14.56,central
2015.0,Month_9,grundy-center,71.63,26.7,13.56,central
2016.0,Month_1,grundy-center,13.73,-4.52,-12.18,central
2016.0,Month_10,grundy-center,43.44,18.81,5.98,central
2016.0,Month_11,grundy-center,44.96,13.1,0.52,central
2016.0,Month_12,grundy-center,34.3,-1.7,-9.53,central
2016.0,Month_2,grundy-center,23.63,0.52,-7.58,central
2016.0,Month_3,grundy-center,67.58,10.11,-1.47,central
2016.0,Month_4,grundy-center,45.72,15.81,3.04,central
2016.0,Month_5,grundy-center,85.86,21.24,8.67,central
2016.0,Month_6,grundy-center,225.56,28.69,15.93,central
2016.0,Month_7,grundy-center,88.9,27.26,17.2,central
2016.0,Month_8,grundy-center,175.01,27.13,16.57,central
2016.0,Month_9,grundy-center,147.32,25.26,13.35,central
2017.0,Month_1,grundy-center,52.84,-1.61,-8.03,central
2017.0,Month_10,grundy-center,187.21,17.33,5.77,central
2017.0,Month_11,grundy-center,12.71,7.38,-3.85,central
2017.0,Month_12,grundy-center,8.9,0.65,-10.14,central
2017.0,Month_2,grundy-center,21.6,6.13,-5.46,central
2017.0,Month_3,grundy-center,62.49,6.94,-3.62,central
2017.0,Month_4,grundy-center,90.93,15.7,4.07,central
2017.0,Month_5,grundy-center,111.51,20.26,8.31,central
2017.0,Month_6,grundy-center,121.67,27.95,14.73,central
2017.0,Month_7,grundy-center,70.37,28.56,16.87,central
2017.0,Month_8,grundy-center,101.86,25.04,13.68,central
2017.0,Month_9,grundy-center,24.64,25.83,11.67,central
2018.0,Month_1,grundy-center,38.11,-4.16,-14.27,central
2018.0,Month_10,grundy-center,155.7,14.3,3.03,central
2018.0,Month_11,grundy-center,53.34,2.57,-5.54,central
2018.0,Month_12,grundy-center,62.24,1.96,-6.63,central
2018.0,Month_2,grundy-center,33.04,-2.38,-12.84,central
2018.0,Month_3,grundy-center,47.5,5.36,-4.23,central
2018.0,Month_4,grundy-center,25.92,9.44,-3.17,central
2018.0,Month_5,grundy-center,75.19,25.56,13.35,central
2018.0,Month_6,grundy-center,160.29,28.13,17.24,central
2018.0,Month_7,grundy-center,144.02,28.16,16.67,central
2018.0,Month_8,grundy-center,190.5,27.35,15.89,central
2018.0,Month_9,grundy-center,263.65,24.19,12.72,central
2019.0,Month_1,grundy-center,28.96,-3.78,-13.1,central
2019.0,Month_10,grundy-center,129.79,14.27,2.58,central
2019.0,Month_11,grundy-center,34.55,3.7,-5.04,central
2019.0,Month_12,grundy-center,34.3,3.73,-6.83,central
2019.0,Month_2,grundy-center,54.62,-4.76,-15.63,central
2019.0,Month_3,grundy-center,32.51,3.09,-6.24,central
2019.0,Month_4,grundy-center,71.13,15.19,2.24,central
2019.0,Month_5,grundy-center,194.07,18.8,7.69,central
2019.0,Month_6,grundy-center,79.5,25.98,14.56,central
2019.0,Month_7,grundy-center,64.27,29.04,18.11,central
2019.0,Month_8,grundy-center,66.3,26.15,14.26,central
2019.0,Month_9,grundy-center,132.85,24.89,13.75,central
2020.0,Month_1,grundy-center,21.35,-1.19,-10.02,central
2020.0,Month_10,grundy-center,78.24,13.85,1.94,central
2020.0,Month_11,grundy-center,36.33,11.87,-1.33,central
2020.0,Month_12,grundy-center,25.4,1.76,-8.84,central
2020.0,Month_2,grundy-center,14.74,-0.17,-10.92,central
2020.0,Month_3,grundy-center,73.68,9.0,-1.06,central
2020.0,Month_4,grundy-center,52.09,14.15,0.7,central
2020.0,Month_5,grundy-center,128.79,19.41,8.35,central
2020.0,Month_6,grundy-center,284.75,27.81,16.54,central
2020.0,Month_7,grundy-center,55.38,29.64,17.72,central
2020.0,Month_8,grundy-center,39.88,28.25,14.64,central
2020.0,Month_9,grundy-center,141.23,22.2,9.35,central
2021.0,Month_1,grundy-center,31.0,-1.78,-10.78,central
2021.0,Month_10,grundy-center,129.8,18.75,7.35,central
2021.0,Month_11,grundy-center,36.58,9.09,-2.68,central
2021.0,Month_12,grundy-center,32.52,4.87,-6.15,central
2021.0,Month_2,grundy-center,21.6,-7.6,-17.04,central
2021.0,Month_3,grundy-center,54.62,9.87,-0.68,central
2021.0,Month_4,grundy-center,14.23,15.59,2.48,central
2021.0,Month_5,grundy-center,115.84,20.38,9.05,central
2021.0,Month_6,grundy-center,28.2,29.48,16.7,central
2021.0,Month_7,grundy-center,84.84,28.48,16.85,central
2021.0,Month_8,grundy-center,217.68,28.12,15.63,central
2021.0,Month_9,grundy-center,21.34,25.63,11.28,central
2022.0,Month_1,grundy-center,20.34,-5.04,-18.03,central
2022.0,Month_10,grundy-center,29.22,17.44,1.81,central
2022.0,Month_11,grundy-center,60.46,8.5,-3.61,central
2022.0,Month_12,grundy-center,43.69,-2.19,-10.66,central
2022.0,Month_2,grundy-center,6.36,-1.37,-14.44,central
2022.0,Month_3,grundy-center,105.41,7.47,-3.84,central
2022.0,Month_4,grundy-center,100.59,10.93,-0.19,central
2022.0,Month_5,grundy-center,92.72,21.65,9.66,central
2022.0,Month_6,grundy-center,107.95,27.69,14.89,central
2022.0,Month_7,grundy-center,107.7,28.49,17.22,central
2022.0,Month_8,grundy-center,106.18,27.4,15.87,central
2022.0,Month_9,grundy-center,35.57,24.33,10.94,central
2023.0,Month_1,grundy-center,52.34,-1.08,-9.16,central
2023.0,Month_10,grundy-center,85.1,18.05,5.18,central
2023.0,Month_11,grundy-center,6.1,9.87,-3.33,central
2023.0,Month_12,grundy-center,25.92,5.52,-3.42,central
2023.0,Month_2,grundy-center,58.17,1.36,-10.66,central
2023.0,Month_3,grundy-center,27.69,5.28,-4.81,central
2023.0,Month_4,grundy-center,43.69,16.22,1.67,central
2023.0,Month_5,grundy-center,56.9,23.54,9.76,central
2023.0,Month_6,grundy-center,50.3,27.93,14.19,central
2023.0,Month_7,grundy-center,79.76,27.9,15.52,central
2023.0,Month_8,grundy-center,31.75,28.41,15.65,central
2023.0,Month_9,grundy-center,17.04,26.45,11.67,central
2024.0,Month_1,grundy-center,50.3,-3.53,-10.04,central
2024.0,Month_10,grundy-center,41.91,21.76,4.92,central
2024.0,Month_11,grundy-center,89.42,8.83,-0.76,central
2024.0,Month_12,grundy-center,0.51,0.69,-10.97,central
2024.0,Month_2,grundy-center,2.03,9.18,-5.56,central
2024.0,Month_3,grundy-center,56.65,10.56,-3.39,central
2024.0,Month_4,grundy-center,109.99,16.02,3.04,central
2024.0,Month_5,grundy-center,220.99,22.78,9.59,central
2024.0,Month_6,grundy-center,131.83,28.0,16.83,central
2024.0,Month_7,grundy-center,219.47,26.65,16.42,central
2024.0,Month_8,grundy-center,65.28,26.86,15.29,central
2024.0,Month_9,grundy-center,8.9,26.35,11.24,central
2015.0,Month_1,iowa average,12.45,-0.05,-11.61,central
2015.0,Month_10,iowa average,43.43,18.77,4.94,central
2015.0,Month_11,iowa average,102.11,11.48,-0.22,central
2015.0,Month_12,iowa average,123.44,5.02,-3.54,central
2015.0,Month_2,iowa average,30.99,-3.67,-16.13,central
2015.0,Month_3,iowa average,14.99,10.29,-5.0,central
2015.0,Month_4,iowa average,85.6,17.99,3.87,central
2015.0,Month_5,iowa average,129.54,21.51,10.14,central
2015.0,Month_6,iowa average,166.37,26.98,15.43,central
2015.0,Month_7,iowa average,145.8,28.57,16.8,central
2015.0,Month_8,iowa average,138.43,27.08,14.87,central
2015.0,Month_9,iowa average,104.9,27.36,13.95,central
2016.0,Month_1,iowa average,16.0,-2.28,-11.79,central
2016.0,Month_10,iowa average,51.56,19.78,6.31,central
2016.0,Month_11,iowa average,35.31,14.19,0.65,central
2016.0,Month_12,iowa average,38.86,-0.07,-9.87,central
2016.0,Month_2,iowa average,25.65,2.76,-6.92,central
2016.0,Month_3,iowa average,61.47,12.03,-0.72,central
2016.0,Month_4,iowa average,81.79,16.5,3.81,central
2016.0,Month_5,iowa average,116.08,22.04,9.46,central
2016.0,Month_6,iowa average,92.2,30.06,16.39,central
2016.0,Month_7,iowa average,145.54,28.89,17.31,central
2016.0,Month_8,iowa average,157.99,28.63,16.98,central
2016.0,Month_9,iowa average,153.67,26.24,13.35,central
2017.0,Month_1,iowa average,39.88,-0.05,-8.66,central
2017.0,Month_10,iowa average,136.91,18.32,5.77,central
2017.0,Month_11,iowa average,11.18,8.7,-3.85,central
2017.0,Month_12,iowa average,10.67,1.72,-9.94,central
2017.0,Month_2,iowa average,25.4,7.58,-5.2,central
2017.0,Month_3,iowa average,65.28,8.63,-2.89,central
2017.0,Month_4,iowa average,96.01,16.83,4.74,central
2017.0,Month_5,iowa average,124.21,21.49,8.76,central
2017.0,Month_6,iowa average,91.69,29.28,15.19,central
2017.0,Month_7,iowa average,75.44,30.63,17.67,central
2017.0,Month_8,iowa average,103.12,26.68,14.03,central
2017.0,Month_9,iowa average,59.69,27.02,12.11,central
2018.0,Month_1,iowa average,26.42,-1.98,-13.26,central
2018.0,Month_10,iowa average,123.7,15.25,2.74,central
2018.0,Month_11,iowa average,49.02,4.06,-6.07,central
2018.0,Month_12,iowa average,55.63,2.85,-6.61,central
2018.0,Month_2,iowa average,42.16,-0.83,-12.36,central
2018.0,Month_3,iowa average,63.5,6.8,-3.59,central
2018.0,Month_4,iowa average,43.18,10.59,-2.35,central
2018.0,Month_5,iowa average,123.7,26.52,13.24,central
2018.0,Month_6,iowa average,191.52,29.13,17.43,central
2018.0,Month_7,iowa average,92.46,29.53,16.79,central
2018.0,Month_8,iowa average,170.69,28.95,16.51,central
2018.0,Month_9,iowa average,207.52,25.0,12.82,central
2019.0,Month_1,iowa average,36.07,-1.94,-12.37,central
2019.0,Month_10,iowa average,129.29,14.34,2.65,central
2019.0,Month_11,iowa average,38.86,5.22,-4.85,central
2019.0,Month_12,iowa average,33.78,3.66,-6.79,central
2019.0,Month_2,iowa average,59.44,-3.81,-14.92,central
2019.0,Month_3,iowa average,60.2,4.64,-6.06,central
2019.0,Month_4,iowa average,76.96,15.81,2.94,central
2019.0,Month_5,iowa average,219.46,19.05,8.3,central
2019.0,Month_6,iowa average,102.62,26.61,15.02,central
2019.0,Month_7,iowa average,86.11,29.92,18.47,central
2019.0,Month_8,iowa average,88.9,26.88,15.4,central
2019.0,Month_9,iowa average,161.29,25.8,14.48,central
2020.0,Month_1,iowa average,36.32,-0.74,-9.39,central
2020.0,Month_10,iowa average,47.24,13.72,1.57,central
2020.0,Month_11,iowa average,52.83,12.2,-1.02,central
2020.0,Month_12,iowa average,30.73,2.65,-8.33,central
2020.0,Month_2,iowa average,10.16,1.32,-9.75,central
2020.0,Month_3,iowa average,74.68,9.5,-0.94,central
2020.0,Month_4,iowa average,41.91,14.81,0.98,central
2020.0,Month_5,iowa average,113.54,19.57,8.98,central
2020.0,Month_6,iowa average,127.25,28.78,16.78,central
2020.0,Month_7,iowa average,77.98,30.07,18.33,central
2020.0,Month_8,iowa average,30.99,29.06,15.59,central
2020.0,Month_9,iowa average,103.89,23.19,10.15,central
2021.0,Month_1,iowa average,33.78,0.11,-9.01,central
2021.0,Month_10,iowa average,127.0,19.7,7.06,central
2021.0,Month_11,iowa average,23.62,10.17,-2.51,central
2021.0,Month_12,iowa average,21.08,6.22,-6.0,central
2021.0,Month_2,iowa average,20.32,-6.03,-15.91,central
2021.0,Month_3,iowa average,72.64,11.67,-0.75,central
2021.0,Month_4,iowa average,40.13,16.09,2.91,central
2021.0,Month_5,iowa average,98.55,21.04,9.52,central
2021.0,Month_6,iowa average,91.44,30.15,16.57,central
2021.0,Month_7,iowa average,106.43,29.39,17.35,central
2021.0,Month_8,iowa average,119.13,29.72,16.76,central
2021.0,Month_9,iowa average,45.97,27.0,11.83,central
